"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Bulgaria","1996","Female","Not applicable","Percent","83.27866"
"Bulgaria","1996","All genders","Not applicable","Percent","86.79966"
"Bulgaria","1995","All genders","Not applicable","Percent","86.6198"
"Bulgaria","1995","Female","Not applicable","Percent","83.85212"
"Bulgaria","1995","Male","Not applicable","Percent","89.2352"
"Burkina Faso","2014","Female","Not applicable","Percent","40.1773"
"Burkina Faso","2014","All genders","Not applicable","Percent","41.88125"
"Burkina Faso","2014","Male","Not applicable","Percent","43.52887"
"Burkina Faso","2013","All genders","Not applicable","Percent","38.00749"
"Burkina Faso","2013","Male","Not applicable","Percent","39.9971"
"Burkina Faso","2013","Female","Not applicable","Percent","35.94708"
"Burkina Faso","2012","All genders","Not applicable","Percent","35.79195"
"Burkina Faso","2012","Female","Not applicable","Percent","32.98232"
"Burkina Faso","2012","Male","Not applicable","Percent","38.5023"
"Burkina Faso","2011","All genders","Not applicable","Percent","32.80801"
"Burkina Faso","2011","Male","Not applicable","Percent","35.86619"
"Burkina Faso","2011","Female","Not applicable","Percent","29.63658"
"Burkina Faso","2010","All genders","Not applicable","Percent","29.83724"
"Burkina Faso","2010","Female","Not applicable","Percent","26.53776"
"Burkina Faso","2010","Male","Not applicable","Percent","33.02483"
"Burkina Faso","2009","All genders","Not applicable","Percent","27.14452"
"Burkina Faso","2009","Male","Not applicable","Percent","30.43918"
"Burkina Faso","2009","Female","Not applicable","Percent","23.74275"
"Burkina Faso","2008","All genders","Not applicable","Percent","25.61447"
"Burkina Faso","2008","Female","Not applicable","Percent","22.32126"
"Burkina Faso","2008","Male","Not applicable","Percent","28.80651"
"Burkina Faso","2007","All genders","Not applicable","Percent","21.49781"
"Burkina Faso","2007","Male","Not applicable","Percent","24.31303"
"Burkina Faso","2007","Female","Not applicable","Percent","18.59383"
"Burkina Faso","2006","All genders","Not applicable","Percent","20.22257"
"Burkina Faso","2006","Female","Not applicable","Percent","17.3545"
"Burkina Faso","2006","Male","Not applicable","Percent","23.00189"
"Burkina Faso","2005","All genders","Not applicable","Percent","19.17979"
"Burkina Faso","2005","Male","Not applicable","Percent","22.03096"
"Burkina Faso","2005","Female","Not applicable","Percent","16.24007"
"Burkina Faso","2004","All genders","Not applicable","Percent","17.91107"
"Burkina Faso","2004","Female","Not applicable","Percent","15.02922"
"Burkina Faso","2004","Male","Not applicable","Percent","20.70794"
"Burkina Faso","2003","All genders","Not applicable","Percent","16.61266"
"Burkina Faso","2003","Male","Not applicable","Percent","19.27994"
"Burkina Faso","2003","Female","Not applicable","Percent","13.86532"
"Burkina Faso","2001","All genders","Not applicable","Percent","14.15596"
"Burkina Faso","2001","Female","Not applicable","Percent","11.64974"
"Burkina Faso","2001","Male","Not applicable","Percent","16.58678"
"Burkina Faso","2000","All genders","Not applicable","Percent","13.90851"
"Burkina Faso","2000","Male","Not applicable","Percent","16.28744"
"Burkina Faso","2000","Female","Not applicable","Percent","11.45695"
"Burkina Faso","1999","All genders","Not applicable","Percent","13.11777"
"Burkina Faso","1999","Female","Not applicable","Percent","10.41026"
"Burkina Faso","1999","Male","Not applicable","Percent","15.74594"
"Burundi","2014","All genders","Not applicable","Percent","50.12112"
"Burundi","2014","Male","Not applicable","Percent","52.30826"
"Burundi","2014","Female","Not applicable","Percent","47.99497"
"Burundi","2013","All genders","Not applicable","Percent","43.19738"
"Burundi","2013","Female","Not applicable","Percent","39.68555"
"Burundi","2013","Male","Not applicable","Percent","46.8224"
"Burundi","2012","All genders","Not applicable","Percent","37.76498"
"Burundi","2012","Male","Not applicable","Percent","42.14"
"Burundi","2012","Female","Not applicable","Percent","33.54193"
"Burundi","2011","All genders","Not applicable","Percent","34.04437"
"Burundi","2011","Female","Not applicable","Percent","29.18923"
"Burundi","2011","Male","Not applicable","Percent","39.0897"
"Burundi","2010","All genders","Not applicable","Percent","30.49344"
"Burundi","2010","Male","Not applicable","Percent","35.36379"
"Burundi","2010","Female","Not applicable","Percent","25.80797"
"Burundi","2009","All genders","Not applicable","Percent","26.44767"
"Burundi","2009","Female","Not applicable","Percent","22.29598"
"Burundi","2009","Male","Not applicable","Percent","30.76028"
"Burundi","2007","Male","Not applicable","Percent","22.96433"
"Burundi","2007","Female","Not applicable","Percent","16.60232"
"Burundi","2007","All genders","Not applicable","Percent","19.73029"
"Burundi","2006","All genders","Not applicable","Percent","18.57802"
"Burundi","2006","Female","Not applicable","Percent","15.90983"
"Burundi","2006","Male","Not applicable","Percent","21.32456"
"Burundi","2005","Male","Not applicable","Percent","18.79942"
"Burundi","2005","Female","Not applicable","Percent","14.03642"
"Burundi","2005","All genders","Not applicable","Percent","16.38695"
"Burundi","2004","All genders","Not applicable","Percent","14.82815"
"Burundi","2004","Female","Not applicable","Percent","12.85983"
"Burundi","2004","Male","Not applicable","Percent","16.84111"
"Burundi","2003","Male","Not applicable","Percent","14.48385"
"Burundi","2003","Female","Not applicable","Percent","11.30951"
"Burundi","2003","All genders","Not applicable","Percent","12.88208"
"Burundi","2002","All genders","Not applicable","Percent","12.37825"
"Burundi","2001","All genders","Not applicable","Percent","11.53854"
"Cambodia","2014","All genders","Not applicable","Percent","60.60908"
"Cambodia","2014","Male","Not applicable","Percent","60.18483"
"Cambodia","2014","Female","Not applicable","Percent","61.04555"
"Cambodia","2013","All genders","Not applicable","Percent","58.74436"
"Cambodia","2013","Female","Not applicable","Percent","58.88004"
"Cambodia","2013","Male","Not applicable","Percent","58.61345"
"Cambodia","2012","All genders","Not applicable","Percent","57.89693"
"Cambodia","2012","Male","Not applicable","Percent","58.17178"
"Cambodia","2012","Female","Not applicable","Percent","57.60976"
"Cambodia","2011","All genders","Not applicable","Percent","58.13731"
"Cambodia","2011","Female","Not applicable","Percent","57.57099"
"Cambodia","2011","Male","Not applicable","Percent","58.67431"
"Cambodia","2010","All genders","Not applicable","Percent","59.2868"
"Cambodia","2010","Male","Not applicable","Percent","60.26402"
"Cambodia","2010","Female","Not applicable","Percent","58.2533"
"Cambodia","2009","All genders","Not applicable","Percent","59.31121"
"Cambodia","2009","Female","Not applicable","Percent","57.80785"
"Cambodia","2009","Male","Not applicable","Percent","60.73351"
"Cambodia","2008","All genders","Not applicable","Percent","60.41037"
"Cambodia","2008","Male","Not applicable","Percent","63.02638"
"Cambodia","2008","Female","Not applicable","Percent","57.65826"
"Cambodia","2007","All genders","Not applicable","Percent","58.10851"
"Cambodia","2007","Female","Not applicable","Percent","54.16613"
"Cambodia","2007","Male","Not applicable","Percent","61.88311"
"Cambodia","2006","All genders","Not applicable","Percent","54.46766"
"Cambodia","2006","Male","Not applicable","Percent","58.88708"
"Cambodia","2006","Female","Not applicable","Percent","49.87461"
"Cambodia","2005","Female","Not applicable","Percent","44.64239"
"Cambodia","2005","Male","Not applicable","Percent","55.68376"
"Cambodia","2005","All genders","Not applicable","Percent","50.27604"
"Cambodia","2004","All genders","Not applicable","Percent","44.90886"
"Cambodia","2004","Male","Not applicable","Percent","51.04882"
"Cambodia","2004","Female","Not applicable","Percent","38.49463"
"Cambodia","2003","Male","Not applicable","Percent","48.06654"
"Cambodia","2003","Female","Not applicable","Percent","33.62965"
"Cambodia","2003","All genders","Not applicable","Percent","41.00902"
"Cambodia","2002","Male","Not applicable","Percent","41.4184"
"Cambodia","2002","All genders","Not applicable","Percent","34.45374"
"Cambodia","2002","Female","Not applicable","Percent","27.19153"
"Cambodia","2001","Male","Not applicable","Percent","33.66525"
"Cambodia","2001","Female","Not applicable","Percent","20.4546"
"Cambodia","2001","All genders","Not applicable","Percent","27.17707"
"Cambodia","2000","Male","Not applicable","Percent","28.70462"
"Cambodia","2000","All genders","Not applicable","Percent","22.48118"
"Cambodia","2000","Female","Not applicable","Percent","16.09438"
"Cambodia","1999","Male","Not applicable","Percent","28.48187"
"Cambodia","1999","Female","Not applicable","Percent","15.20893"
"Cambodia","1999","All genders","Not applicable","Percent","21.9088"
"Cambodia","1998","Male","Not applicable","Percent","29.79649"
"Cambodia","1998","All genders","Not applicable","Percent","23.04946"
"Cambodia","1998","Female","Not applicable","Percent","16.19333"
"Cameroon","2014","All genders","Not applicable","Percent","66.56681"
"Cameroon","2014","Female","Not applicable","Percent","61.84717"
"Cameroon","2014","Male","Not applicable","Percent","71.22889"
"Cameroon","2013","All genders","Not applicable","Percent","59.18038"
"Cameroon","2013","Male","Not applicable","Percent","63.72721"
"Cameroon","2013","Female","Not applicable","Percent","54.57743"
"Cameroon","2012","Female","Not applicable","Percent","56.44794"
"Cameroon","2012","Male","Not applicable","Percent","64.54887"
"Cameroon","2012","All genders","Not applicable","Percent","60.5233"
"Cameroon","2011","All genders","Not applicable","Percent","57.50108"
"Cameroon","2011","Male","Not applicable","Percent","61.74038"
"Cameroon","2011","Female","Not applicable","Percent","53.2087"
"Cameroon","2009","Male","Not applicable","Percent","51.36963"
"Cameroon","2009","Female","Not applicable","Percent","43.229"
"Cameroon","2009","All genders","Not applicable","Percent","47.32403"
"Cameroon","2008","Male","Not applicable","Percent","46.64929"
"Cameroon","2008","All genders","Not applicable","Percent","42.06005"
"Cameroon","2008","Female","Not applicable","Percent","37.41613"
"Cameroon","2007","Male","Not applicable","Percent","43.35758"
"Cameroon","2007","Female","Not applicable","Percent","33.74947"
"Cameroon","2007","All genders","Not applicable","Percent","38.58117"
"Cameroon","2006","Male","Not applicable","Percent","32.15881"
"Cameroon","2006","All genders","Not applicable","Percent","28.89923"
"Cameroon","2006","Female","Not applicable","Percent","25.6026"
"Cameroon","2005","Male","Not applicable","Percent","35.35222"
"Cameroon","2005","Female","Not applicable","Percent","28.12494"
"Cameroon","2005","All genders","Not applicable","Percent","31.7579"
"Cameroon","2004","Male","Not applicable","Percent","34.58442"
"Cameroon","2004","All genders","Not applicable","Percent","31.04949"
"Cameroon","2004","Female","Not applicable","Percent","27.47873"
"Cameroon","2003","Male","Not applicable","Percent","39.1652"
"Cameroon","2003","Female","Not applicable","Percent","33.37517"
"Cameroon","2003","All genders","Not applicable","Percent","36.2841"
"Canada","2013","Male","Not applicable","Percent","100.02117"
"Canada","2013","All genders","Not applicable","Percent","99.88171"
"Canada","2013","Female","Not applicable","Percent","99.73433"
"Canada","2012","Male","Not applicable","Percent","100.59874"
"Canada","2012","Female","Not applicable","Percent","99.95015"
"Canada","2012","All genders","Not applicable","Percent","100.28285"
"Canada","2011","Male","Not applicable","Percent","100.11563"
"Canada","2011","All genders","Not applicable","Percent","99.70602"
"Canada","2011","Female","Not applicable","Percent","99.27581"
"Canada","2010","Male","Not applicable","Percent","100.56721"
"Canada","2010","Female","Not applicable","Percent","99.23162"
"Canada","2010","All genders","Not applicable","Percent","99.91548"
"Canada","2009","Male","Not applicable","Percent","101.66462"
"Canada","2009","All genders","Not applicable","Percent","101.08136"
"Canada","2009","Female","Not applicable","Percent","100.47003"
"Canada","2008","Male","Not applicable","Percent","101.41094"
"Canada","2008","All genders","Not applicable","Percent","100.40614"
"Canada","2008","Female","Not applicable","Percent","99.35483"
"Canada","2007","All genders","Not applicable","Percent","97.6437"
"Canada","2007","Female","Not applicable","Percent","96.27605"
"Canada","2007","Male","Not applicable","Percent","98.95243"
"Canada","2006","All genders","Not applicable","Percent","97.78419"
"Canada","2006","Male","Not applicable","Percent","98.80426"
"Canada","2006","Female","Not applicable","Percent","96.71696"
"Canada","2005","All genders","Not applicable","Percent","98.40686"
"Canada","2005","Female","Not applicable","Percent","97.53953"
"Canada","2005","Male","Not applicable","Percent","99.23291"
"Canada","2004","All genders","Not applicable","Percent","101.7405"
"Canada","2004","Male","Not applicable","Percent","102.44343"
"Canada","2004","Female","Not applicable","Percent","101.00058"
"Canada","2000","All genders","Not applicable","Percent","98.05112"
"Canada","2000","Female","Not applicable","Percent","97.90243"
"Canada","2000","Male","Not applicable","Percent","98.19229"
"Canada","1999","All genders","Not applicable","Percent","99.11599"
"Canada","1999","Male","Not applicable","Percent","99.4197"
"Canada","1999","Female","Not applicable","Percent","98.79587"
"Canada","1998","All genders","Not applicable","Percent","98.80076"
"Canada","1998","Female","Not applicable","Percent","98.59042"
"Canada","1998","Male","Not applicable","Percent","99.0003"
"Canada","1996","All genders","Not applicable","Percent","105.37746"
"Canada","1996","Male","Not applicable","Percent","105.9845"
"Canada","1996","Female","Not applicable","Percent","104.73697"
"Canada","1995","All genders","Not applicable","Percent","105.01635"
"Canada","1995","Female","Not applicable","Percent","104.43087"
"Canada","1995","Male","Not applicable","Percent","105.57072"
"Canada","1994","All genders","Not applicable","Percent","104.55958"
"Canada","1994","Male","Not applicable","Percent","105.08156"
"Canada","1994","Female","Not applicable","Percent","104.00811"
"Canada","1993","All genders","Not applicable","Percent","104.45179"
"Canada","1993","Female","Not applicable","Percent","103.85311"
"Canada","1993","Male","Not applicable","Percent","105.01898"
"Canada","1981","Male","Not applicable","Percent","95.43643"
"Canada","1981","Female","Not applicable","Percent","96.27042"
"Canada","1981","All genders","Not applicable","Percent","95.84325"
"Cape Verde","2014","Male","Not applicable","Percent","111.05854"
"Cape Verde","2014","All genders","Not applicable","Percent","114.22628"
"Cape Verde","2014","Female","Not applicable","Percent","117.48847"
"Cape Verde","2013","Male","Not applicable","Percent","113.53101"
"Cape Verde","2013","All genders","Not applicable","Percent","117.27034"
"Cape Verde","2013","Female","Not applicable","Percent","121.10858"
"Cape Verde","2012","Male","Not applicable","Percent","107.0168"
"Cape Verde","2012","Female","Not applicable","Percent","118.54492"
"Cape Verde","2012","All genders","Not applicable","Percent","112.72318"
"Cape Verde","2011","Male","Not applicable","Percent","108.14946"
"Cape Verde","2011","All genders","Not applicable","Percent","113.0724"
"Cape Verde","2011","Female","Not applicable","Percent","118.04301"
"Cape Verde","2010","Male","Not applicable","Percent","102.42189"
"Cape Verde","2010","Female","Not applicable","Percent","113.25087"
"Cape Verde","2010","All genders","Not applicable","Percent","107.82957"
"Cape Verde","2009","Male","Not applicable","Percent","99.10788"
"Cape Verde","2009","All genders","Not applicable","Percent","104.92766"
"Cape Verde","2009","Female","Not applicable","Percent","110.75132"
"Cape Verde","2008","Male","Not applicable","Percent","98.28949"
"Cape Verde","2008","Female","Not applicable","Percent","106.98177"
"Cape Verde","2008","All genders","Not applicable","Percent","102.62391"
"Cape Verde","2007","Male","Not applicable","Percent","93.47097"
"Cape Verde","2007","All genders","Not applicable","Percent","100.05543"
"Cape Verde","2007","Female","Not applicable","Percent","106.73757"
"Cape Verde","2006","Male","Not applicable","Percent","92.6534"
"Cape Verde","2006","Female","Not applicable","Percent","105.62595"
"Cape Verde","2006","All genders","Not applicable","Percent","99.06001"
"Cape Verde","2005","Male","Not applicable","Percent","86.28589"
"Cape Verde","2005","All genders","Not applicable","Percent","91.61322"
"Cape Verde","2005","Female","Not applicable","Percent","97.06971"
"Cape Verde","2004","Male","Not applicable","Percent","79.10592"
"Cape Verde","2004","Female","Not applicable","Percent","89.76942"
"Cape Verde","2004","All genders","Not applicable","Percent","84.37893"
"Cape Verde","2003","Male","Not applicable","Percent","80.49229"
"Cape Verde","2003","All genders","Not applicable","Percent","85.13008"
"Cape Verde","2003","Female","Not applicable","Percent","89.8599"
"Cape Verde","2002","Female","Not applicable","Percent","83.31662"
"Cape Verde","2002","Male","Not applicable","Percent","80.27797"
"Cape Verde","2002","All genders","Not applicable","Percent","81.78394"
"Cape Verde","2001","All genders","Not applicable","Percent","78.10056"
"Cape Verde","2001","Male","Not applicable","Percent","75.08663"
"Cape Verde","2001","Female","Not applicable","Percent","81.16398"
"Cape Verde","1999","All genders","Not applicable","Percent","86.08347"
"Central African Republic","2012","Female","Not applicable","Percent","15.31404"
"Central African Republic","2012","Male","Not applicable","Percent","30.87673"
"Central African Republic","2012","All genders","Not applicable","Percent","23.03378"
"Central African Republic","2011","Female","Not applicable","Percent","16.44641"
"Central African Republic","2011","Male","Not applicable","Percent","30.92617"
"Central African Republic","2011","All genders","Not applicable","Percent","23.6303"
"Central African Republic","2009","Female","Not applicable","Percent","12.82531"
"Central African Republic","2009","Male","Not applicable","Percent","22.93628"
"Central African Republic","2009","All genders","Not applicable","Percent","17.84085"
"Central African Republic","2008","Female","Not applicable","Percent","11.97507"
"Central African Republic","2008","Male","Not applicable","Percent","21.21251"
"Central African Republic","2008","All genders","Not applicable","Percent","16.55714"
"Central African Republic","2006","Female","Not applicable","Percent","13.19411"
"Central African Republic","2006","Male","Not applicable","Percent","19.30016"
"Central African Republic","2006","All genders","Not applicable","Percent","16.22392"
"Central African Republic","2002","Female","Not applicable","Percent","10.27295"
"Central African Republic","2002","Male","Not applicable","Percent","19.01009"
"Central African Republic","2002","All genders","Not applicable","Percent","14.60714"
"Central African Republic","2001","Female","Not applicable","Percent","10.21986"
"Central African Republic","2001","Male","Not applicable","Percent","18.8891"
"Central African Republic","2001","All genders","Not applicable","Percent","14.52084"
"Central African Republic","1992","Female","Not applicable","Percent","7.59859"
"Central African Republic","1992","Male","Not applicable","Percent","17.00409"
"Central African Republic","1992","All genders","Not applicable","Percent","12.2663"
"Central African Republic","1991","Female","Not applicable","Percent","8.83543"
"Central African Republic","1991","Male","Not applicable","Percent","20.63897"
"Central African Republic","1991","All genders","Not applicable","Percent","14.69535"
"Chad","2012","Female","Not applicable","Percent","17.22582"
"Chad","2012","Male","Not applicable","Percent","34.73802"
"Chad","2012","All genders","Not applicable","Percent","26.03688"
"Chad","2011","Male","Not applicable","Percent","35.89494"
"Chad","2011","All genders","Not applicable","Percent","26.55007"
"Chad","2011","Female","Not applicable","Percent","17.09066"
"Chad","2010","Male","Not applicable","Percent","36.6816"
"Chad","2010","Female","Not applicable","Percent","16.4955"
"Chad","2010","All genders","Not applicable","Percent","26.64823"
"Chad","2009","Male","Not applicable","Percent","37.59998"
"Chad","2009","All genders","Not applicable","Percent","27.28343"
"Chad","2009","Female","Not applicable","Percent","16.84792"
"Chad","2008","Male","Not applicable","Percent","34.73805"
"Chad","2008","Female","Not applicable","Percent","15.38273"
"Chad","2008","All genders","Not applicable","Percent","25.11447"
"Chad","2007","Male","Not applicable","Percent","32.1439"
"Chad","2007","All genders","Not applicable","Percent","22.79085"
"Chad","2007","Female","Not applicable","Percent","13.33242"
"Chad","2006","Male","Not applicable","Percent","28.13176"
"Chad","2006","Female","Not applicable","Percent","10.88883"
"Chad","2006","All genders","Not applicable","Percent","19.56113"
"Chad","2005","Male","Not applicable","Percent","27.82928"
"Chad","2005","All genders","Not applicable","Percent","19.1621"
"Chad","2005","Female","Not applicable","Percent","10.38626"
"Chad","2004","Male","Not applicable","Percent","27.46451"
"Chad","2004","Female","Not applicable","Percent","9.82426"
"Chad","2004","All genders","Not applicable","Percent","18.70239"
"Chad","2003","Male","Not applicable","Percent","27.08498"
"Chad","2003","All genders","Not applicable","Percent","18.22358"
"Chad","2003","Female","Not applicable","Percent","9.2399"
"Chad","2002","Male","Not applicable","Percent","23.75523"
"Chad","2002","Female","Not applicable","Percent","8.47192"
"Chad","2002","All genders","Not applicable","Percent","16.16758"
"Chad","2001","Female","Not applicable","Percent","7.35168"
"Chad","2001","Male","Not applicable","Percent","22.70918"
"Chad","2001","All genders","Not applicable","Percent","15.08648"
"Chad","2000","Female","Not applicable","Percent","5.87215"
"Chad","2000","Male","Not applicable","Percent","19.3407"
"Chad","2000","All genders","Not applicable","Percent","12.65509"
"Chad","1999","Female","Not applicable","Percent","5.4838"
"Chad","1999","Male","Not applicable","Percent","19.45054"
"Chad","1999","All genders","Not applicable","Percent","12.5169"
"Chad","1998","Female","Not applicable","Percent","5.14358"
"Chad","1998","Male","Not applicable","Percent","18.38084"
"Chad","1998","All genders","Not applicable","Percent","11.80853"
"Chile","2014","Male","Not applicable","Percent","104.72431"
"Chile","2014","All genders","Not applicable","Percent","103.92402"
"Chile","2014","Female","Not applicable","Percent","103.09292"
"Chile","2013","Male","Not applicable","Percent","104.10125"
"Chile","2013","All genders","Not applicable","Percent","103.45108"
"Chile","2013","Female","Not applicable","Percent","102.77568"
"Chile","2012","Male","Not applicable","Percent","98.20733"
"Chile","2012","All genders","Not applicable","Percent","98.48761"
"Chile","2012","Female","Not applicable","Percent","98.77851"
"Chile","2011","Male","Not applicable","Percent","99.35239"
"Chile","2011","All genders","Not applicable","Percent","99.39651"
"Chile","2011","Female","Not applicable","Percent","99.44222"
"Chile","2010","Male","Not applicable","Percent","101.43196"
"Chile","2010","All genders","Not applicable","Percent","101.10998"
"Chile","2010","Female","Not applicable","Percent","100.77717"
"Chile","2009","Male","Not applicable","Percent","105.1675"
"Chile","2009","Female","Not applicable","Percent","103.07431"
"Chile","2009","All genders","Not applicable","Percent","104.13808"
"Chile","2008","All genders","Not applicable","Percent","106.83985"
"Chile","2008","Female","Not applicable","Percent","105.71934"
"Chile","2008","Male","Not applicable","Percent","107.92508"
"Chile","2007","Male","Not applicable","Percent","108.45934"
"Chile","2007","Female","Not applicable","Percent","106.16505"
"Chile","2007","All genders","Not applicable","Percent","107.32968"
"Chile","2006","All genders","Not applicable","Percent","108.85731"
"Chile","2006","Female","Not applicable","Percent","107.07349"
"Chile","2006","Male","Not applicable","Percent","110.59125"
"Chile","2005","Male","Not applicable","Percent","111.31548"
"Chile","2005","Female","Not applicable","Percent","107.88412"
"Chile","2005","All genders","Not applicable","Percent","109.62201"
"Chile","2004","All genders","Not applicable","Percent","109.6373"
"Chile","2004","Female","Not applicable","Percent","108.23456"
"Chile","2004","Male","Not applicable","Percent","111.00513"
"Chile","2003","Male","Not applicable","Percent","108.63914"
"Chile","2003","Female","Not applicable","Percent","106.53186"
"Chile","2003","All genders","Not applicable","Percent","107.59828"
"Chile","2002","All genders","Not applicable","Percent","104.93617"
"Chile","2002","Female","Not applicable","Percent","104.10918"
"Chile","2002","Male","Not applicable","Percent","105.74436"
"Chile","2000","Male","Not applicable","Percent","101.40609"
"Chile","2000","Female","Not applicable","Percent","98.98301"
"Chile","2000","All genders","Not applicable","Percent","100.2065"
"Chile","1999","All genders","Not applicable","Percent","91.91557"
"Chile","1999","Female","Not applicable","Percent","91.36044"
"Chile","1999","Male","Not applicable","Percent","92.46029"
"Chile","1998","Male","Not applicable","Percent","89.18863"
"Chile","1998","Female","Not applicable","Percent","87.94243"
"Chile","1998","All genders","Not applicable","Percent","88.57115"
"China","2014","Male","Not applicable","Percent","99.91358"
"China","2014","All genders","Not applicable","Percent","100.38884"
"China","2014","Female","Not applicable","Percent","100.93253"
"China","2013","All genders","Not applicable","Percent","106.81491"
"China","2013","Female","Not applicable","Percent","107.54142"
"China","2013","Male","Not applicable","Percent","106.1771"
"China","2012","All genders","Not applicable","Percent","108.82962"
"China","2012","Male","Not applicable","Percent","108.33836"
"China","2012","Female","Not applicable","Percent","109.38681"
"China","2011","All genders","Not applicable","Percent","107.29465"
"China","2011","Female","Not applicable","Percent","107.83496"
"China","2011","Male","Not applicable","Percent","106.81644"
"China","2010","All genders","Not applicable","Percent","103.0715"
"China","2010","Male","Not applicable","Percent","102.55511"
"China","2010","Female","Not applicable","Percent","103.65311"
"China","2009","All genders","Not applicable","Percent","98.93804"
"China","2009","Female","Not applicable","Percent","99.43743"
"China","2009","Male","Not applicable","Percent","98.49346"
"China","2008","All genders","Not applicable","Percent","95.49481"
"China","2008","Male","Not applicable","Percent","95.25311"
"China","2008","Female","Not applicable","Percent","95.76547"
"China","2007","All genders","Not applicable","Percent","93.19409"
"China","2007","Female","Not applicable","Percent","93.13605"
"China","2007","Male","Not applicable","Percent","93.24615"
"China","2006","All genders","Not applicable","Percent","91.28091"
"China","2006","Female","Not applicable","Percent","91.01913"
"China","2006","Male","Not applicable","Percent","91.51717"
"China","2003","Female","Not applicable","Percent","83.14776"
"China","2003","All genders","Not applicable","Percent","84.16649"
"China","2003","Male","Not applicable","Percent","85.10392"
"China","2002","Female","Not applicable","Percent","79.48416"
"China","2002","All genders","Not applicable","Percent","80.91418"
"China","2002","Male","Not applicable","Percent","82.23629"
"China","2001","Female","Not applicable","Percent","77.95098"
"China","2001","All genders","Not applicable","Percent","79.90897"
"China","2001","Male","Not applicable","Percent","81.7266"
"China","2000","All genders","Not applicable","Percent","78.8691"
"China","1999","Female","Not applicable","Percent","76.90736"
"China","1999","Male","Not applicable","Percent","82.94723"
"China","1999","All genders","Not applicable","Percent","80.02724"
"China","1997","Female","Not applicable","Percent","79.73121"
"China","1997","Male","Not applicable","Percent","88.24367"
"China","1997","All genders","Not applicable","Percent","84.11094"
"China","1996","Male","Not applicable","Percent","86.59995"
"China","1996","All genders","Not applicable","Percent","81.76392"
"China","1996","Female","Not applicable","Percent","76.64652"
"China","1995","All genders","Not applicable","Percent","76.44145"
"China","1995","Female","Not applicable","Percent","70.83944"
"China","1995","Male","Not applicable","Percent","81.73311"
"Colombia","2014","Female","Not applicable","Percent","108.94747"
"Colombia","2014","All genders","Not applicable","Percent","106.8973"
"Colombia","2014","Male","Not applicable","Percent","104.92959"
"Colombia","2013","Female","Not applicable","Percent","110.96303"
"Colombia","2013","All genders","Not applicable","Percent","108.75398"
"Colombia","2013","Male","Not applicable","Percent","106.63294"
"Colombia","2012","Female","Not applicable","Percent","112.06634"
"Colombia","2012","All genders","Not applicable","Percent","109.43291"
"Colombia","2012","Male","Not applicable","Percent","106.9036"
"Colombia","2011","All genders","Not applicable","Percent","113.48411"
"Colombia","2011","Male","Not applicable","Percent","110.71239"
"Colombia","2011","Female","Not applicable","Percent","116.36944"
"Colombia","2010","Female","Not applicable","Percent","115.61133"
"Colombia","2010","Male","Not applicable","Percent","108.67397"
"Colombia","2010","All genders","Not applicable","Percent","112.07269"
"Colombia","2009","Male","Not applicable","Percent","106.06017"
"Colombia","2009","Female","Not applicable","Percent","113.58733"
"Colombia","2009","All genders","Not applicable","Percent","109.74832"
"Colombia","2008","Male","Not applicable","Percent","100.85328"
"Colombia","2008","Female","Not applicable","Percent","108.47499"
"Colombia","2008","All genders","Not applicable","Percent","104.58808"
"Colombia","2007","Male","Not applicable","Percent","97.27516"
"Colombia","2007","Female","Not applicable","Percent","105.45171"
"Colombia","2007","All genders","Not applicable","Percent","101.28214"
"Colombia","2006","Male","Not applicable","Percent","92.79804"
"Colombia","2006","Female","Not applicable","Percent","100.59329"
"Colombia","2006","All genders","Not applicable","Percent","96.61833"
"Colombia","2005","Male","Not applicable","Percent","89.09026"
"Colombia","2005","Female","Not applicable","Percent","96.30858"
"Colombia","2005","All genders","Not applicable","Percent","92.62762"
"Colombia","2004","Male","Not applicable","Percent","84.01881"
"Colombia","2004","Female","Not applicable","Percent","91.21019"
"Colombia","2004","All genders","Not applicable","Percent","87.5441"
"Colombia","2002","Male","Not applicable","Percent","77.9027"
"Colombia","2002","Female","Not applicable","Percent","84.4953"
"Colombia","2002","All genders","Not applicable","Percent","81.13588"
"Colombia","2001","Male","Not applicable","Percent","71.13466"
"Colombia","2001","Female","Not applicable","Percent","77.15246"
"Colombia","2001","All genders","Not applicable","Percent","74.08622"
"Colombia","2000","Male","Not applicable","Percent","74.31777"
"Colombia","2000","Female","Not applicable","Percent","80.3497"
"Colombia","2000","All genders","Not applicable","Percent","77.27619"
"Colombia","1999","Male","Not applicable","Percent","74.60023"
"Colombia","1999","All genders","Not applicable","Percent","77.73359"
"Colombia","1999","Female","Not applicable","Percent","80.98573"
"Colombia","1998","Male","Not applicable","Percent","74.05407"
"Colombia","1998","Female","Not applicable","Percent","80.42153"
"Colombia","1998","All genders","Not applicable","Percent","77.17985"
"Comoros","2013","Female","Not applicable","Percent","66.85356"
"Comoros","2013","All genders","Not applicable","Percent","65.53906"
"Comoros","2013","Male","Not applicable","Percent","64.26823"
"Comoros","2011","Female","Not applicable","Percent","52.72682"
"Comoros","2011","All genders","Not applicable","Percent","52.42258"
"Comoros","2011","Male","Not applicable","Percent","52.12846"
"Comoros","2004","Female","Not applicable","Percent","42.60975"
