"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Democratic Republic of the Congo","1980","All genders","Not applicable","Percent","42.78679"
"Democratic Republic of the Congo","1978","Female","Not applicable","Percent","42.88456"
"Democratic Republic of the Congo","1978","All genders","Not applicable","Percent","51.11173"
"Democratic Republic of the Congo","1978","Male","Not applicable","Percent","56.85863"
"Democratic Republic of the Congo","1977","Female","Not applicable","Percent","37.59484"
"Democratic Republic of the Congo","1977","Male","Not applicable","Percent","54.64066"
"Democratic Republic of the Congo","1977","All genders","Not applicable","Percent","47.41871"
"Democratic Republic of the Congo","1976","Female","Not applicable","Percent","32.98694"
"Democratic Republic of the Congo","1976","All genders","Not applicable","Percent","43.92259"
"Democratic Republic of the Congo","1976","Male","Not applicable","Percent","52.05769"
"Denmark","2013","All genders","Not applicable","Percent","99.48016"
"Denmark","2013","Male","Not applicable","Percent","99.47243"
"Denmark","2013","Female","Not applicable","Percent","99.48704"
"Denmark","2012","All genders","Not applicable","Percent","98.36708"
"Denmark","2012","Male","Not applicable","Percent","97.94364"
"Denmark","2012","Female","Not applicable","Percent","98.81329"
"Denmark","2009","All genders","Not applicable","Percent","98.88683"
"Denmark","2009","Male","Not applicable","Percent","98.61974"
"Denmark","2009","Female","Not applicable","Percent","99.16799"
"Denmark","2008","All genders","Not applicable","Percent","99.46817"
"Denmark","2008","Male","Not applicable","Percent","99.4267"
"Denmark","2008","Female","Not applicable","Percent","99.51165"
"Denmark","2007","All genders","Not applicable","Percent","97.62978"
"Denmark","2007","Male","Not applicable","Percent","96.5526"
"Denmark","2007","Female","Not applicable","Percent","98.77503"
"Denmark","2004","All genders","Not applicable","Percent","91.20363"
"Denmark","2004","Male","Not applicable","Percent","91.19409"
"Denmark","2004","Female","Not applicable","Percent","91.21354"
"Denmark","2000","All genders","Not applicable","Percent","99.91212"
"Denmark","2000","Male","Not applicable","Percent","99.88962"
"Denmark","2000","Female","Not applicable","Percent","99.93565"
"Denmark","1999","All genders","Not applicable","Percent","99.87607"
"Denmark","1999","Male","Not applicable","Percent","99.87591"
"Denmark","1999","Female","Not applicable","Percent","99.87576"
"Denmark","1998","All genders","Not applicable","Percent","99.81179"
"Denmark","1998","Male","Not applicable","Percent","99.85068"
"Denmark","1998","Female","Not applicable","Percent","99.7713"
"Djibouti","2013","All genders","Not applicable","Percent","84.4023"
"Djibouti","2012","Female","Not applicable","Percent","70.78393"
"Djibouti","2012","All genders","Not applicable","Percent","75.86328"
"Djibouti","2012","Male","Not applicable","Percent","80.34571"
"Djibouti","1997","All genders","Not applicable","Percent","69.76744"
"Djibouti","1996","All genders","Not applicable","Percent","68.08477"
"Djibouti","1994","All genders","Not applicable","Percent","74.26588"
"Djibouti","1993","All genders","Not applicable","Percent","75.88"
"Djibouti","1992","All genders","Not applicable","Percent","73.81542"
"Djibouti","1991","All genders","Not applicable","Percent","71.16599"
"Djibouti","1988","All genders","Not applicable","Percent","71.48366"
"Dominica","2013","All genders","Not applicable","Percent","85.01303"
"Dominica","2012","All genders","Not applicable","Percent","86.43022"
"Dominica","2011","Male","Not applicable","Percent","90.08746"
"Dominica","2011","All genders","Not applicable","Percent","87.80945"
"Dominica","2011","Female","Not applicable","Percent","85.91065"
"Dominica","2010","All genders","Not applicable","Percent","90.53794"
"Dominica","2010","Male","Not applicable","Percent","85.29265"
"Dominica","2010","Female","Not applicable","Percent","95.97596"
"Dominica","2009","All genders","Not applicable","Percent","88.06304"
"Dominica","2009","Male","Not applicable","Percent","85.81935"
"Dominica","2009","Female","Not applicable","Percent","90.3863"
"Dominica","2008","All genders","Not applicable","Percent","87.03115"
"Dominica","2007","Male","Not applicable","Percent","89.33881"
"Dominica","2007","All genders","Not applicable","Percent","88.94487"
"Dominica","2007","Female","Not applicable","Percent","88.60071"
"Dominica","2006","All genders","Not applicable","Percent","85.38669"
"Dominica","2006","Male","Not applicable","Percent","85.6004"
"Dominica","2006","Female","Not applicable","Percent","84.82228"
"Dominica","2005","All genders","Not applicable","Percent","84.79298"
"Dominica","2004","All genders","Not applicable","Percent","85.32063"
"Dominica","2003","Female","Not applicable","Percent","80.17336"
"Dominica","2003","All genders","Not applicable","Percent","81.41295"
"Dominica","2003","Male","Not applicable","Percent","82.58829"
"Dominica","2002","All genders","Not applicable","Percent","78.67725"
"Dominica","2002","Female","Not applicable","Percent","82.789"
"Dominica","2002","Male","Not applicable","Percent","74.8781"
"Dominica","2000","All genders","Not applicable","Percent","79.42769"
"Dominican Republic","2013","Male","Not applicable","Percent","76.65523"
"Dominican Republic","2013","All genders","Not applicable","Percent","78.60154"
"Dominican Republic","2013","Female","Not applicable","Percent","80.76033"
"Dominican Republic","2012","All genders","Not applicable","Percent","91.13873"
"Dominican Republic","2012","Male","Not applicable","Percent","87.2733"
"Dominican Republic","2012","Female","Not applicable","Percent","95.50056"
"Dominican Republic","2011","All genders","Not applicable","Percent","79.1698"
"Dominican Republic","2011","Male","Not applicable","Percent","76.03085"
"Dominican Republic","2011","Female","Not applicable","Percent","82.67857"
"Dominican Republic","2009","All genders","Not applicable","Percent","74.83754"
"Dominican Republic","2003","All genders","Not applicable","Percent","51.82536"
"Dominican Republic","1999","Male","Not applicable","Percent","66.27873"
"Dominican Republic","1999","All genders","Not applicable","Percent","70.58527"
"Dominican Republic","1999","Female","Not applicable","Percent","75.19556"
"Dominican Republic","1998","All genders","Not applicable","Percent","67.00111"
"Dominican Republic","1998","Male","Not applicable","Percent","61.00886"
"Dominican Republic","1998","Female","Not applicable","Percent","73.73591"
"Dominican Republic","1994","All genders","Not applicable","Percent","44.11678"
"Dominican Republic","1981","All genders","Not applicable","Percent","28.72935"
"Ecuador","2013","Male","Not applicable","Percent","89.30286"
"Ecuador","2013","All genders","Not applicable","Percent","88.90804"
"Ecuador","2013","Female","Not applicable","Percent","88.49981"
"Ecuador","2012","All genders","Not applicable","Percent","87.35311"
"Ecuador","2012","Male","Not applicable","Percent","85.88312"
"Ecuador","2012","Female","Not applicable","Percent","88.9058"
"Ecuador","2011","All genders","Not applicable","Percent","91.35519"
"Ecuador","2011","Male","Not applicable","Percent","89.78889"
"Ecuador","2011","Female","Not applicable","Percent","93.00743"
"Ecuador","2010","All genders","Not applicable","Percent","92.10371"
"Ecuador","2010","Male","Not applicable","Percent","91.34058"
"Ecuador","2010","Female","Not applicable","Percent","92.90249"
"Ecuador","2006","All genders","Not applicable","Percent","80.58871"
"Ecuador","2006","Male","Not applicable","Percent","79.21362"
"Ecuador","2006","Female","Not applicable","Percent","82.04436"
"Ecuador","2005","All genders","Not applicable","Percent","75.57039"
"Ecuador","2005","Male","Not applicable","Percent","74.95228"
"Ecuador","2005","Female","Not applicable","Percent","76.21627"
"Ecuador","2004","All genders","Not applicable","Percent","75.94813"
"Ecuador","2004","Male","Not applicable","Percent","75.27866"
"Ecuador","2004","Female","Not applicable","Percent","76.65718"
"Ecuador","2003","All genders","Not applicable","Percent","72.59628"
"Ecuador","2003","Male","Not applicable","Percent","71.98872"
"Ecuador","2003","Female","Not applicable","Percent","73.23225"
"Ecuador","2002","All genders","Not applicable","Percent","72.10356"
"Ecuador","2002","Male","Not applicable","Percent","71.44822"
"Ecuador","2002","Female","Not applicable","Percent","72.78678"
"Ecuador","2001","All genders","Not applicable","Percent","76.21335"
"Ecuador","2001","Male","Not applicable","Percent","75.64386"
"Ecuador","2001","Female","Not applicable","Percent","76.8024"
"Ecuador","2000","All genders","Not applicable","Percent","75.67709"
"Ecuador","2000","Male","Not applicable","Percent","73.96397"
"Ecuador","2000","Female","Not applicable","Percent","77.4871"
"Ecuador","1999","All genders","Not applicable","Percent","74.5895"
"Ecuador","1999","Male","Not applicable","Percent","74.31822"
"Ecuador","1999","Female","Not applicable","Percent","74.87189"
"Ecuador","1998","All genders","Not applicable","Percent","74.791"
"Ecuador","1998","Male","Not applicable","Percent","73.62797"
"Ecuador","1998","Female","Not applicable","Percent","76.00779"
"Ecuador","1997","All genders","Not applicable","Percent","68.46951"
"Ecuador","1997","Male","Not applicable","Percent","67.68989"
"Ecuador","1997","Female","Not applicable","Percent","69.28808"
"Ecuador","1996","All genders","Not applicable","Percent","67.20293"
"Ecuador","1996","Male","Not applicable","Percent","66.29432"
"Ecuador","1996","Female","Not applicable","Percent","68.15525"
"Ecuador","1995","All genders","Not applicable","Percent","67.36179"
"Ecuador","1995","Male","Not applicable","Percent","66.13933"
"Ecuador","1995","Female","Not applicable","Percent","68.65048"
"Ecuador","1994","All genders","Not applicable","Percent","68.98351"
"Ecuador","1994","Male","Not applicable","Percent","67.93098"
"Ecuador","1994","Female","Not applicable","Percent","70.08756"
"Ecuador","1988","All genders","Not applicable","Percent","56.99948"
"Ecuador","1988","Male","Not applicable","Percent","56.29192"
"Ecuador","1988","Female","Not applicable","Percent","57.74453"
"Ecuador","1987","All genders","Not applicable","Percent","56.3547"
"Ecuador","1987","Female","Not applicable","Percent","55.61336"
"Ecuador","1987","Male","Not applicable","Percent","57.06451"
"Ecuador","1985","All genders","Not applicable","Percent","59.16849"
"Ecuador","1984","All genders","Not applicable","Percent","57.64679"
"Ecuador","1983","All genders","Not applicable","Percent","55.13464"
"Ecuador","1982","All genders","Not applicable","Percent","52.75394"
"Ecuador","1981","All genders","Not applicable","Percent","50.31635"
"Ecuador","1980","Male","Not applicable","Percent","50.71183"
"Ecuador","1980","All genders","Not applicable","Percent","50.23427"
"Ecuador","1980","Female","Not applicable","Percent","49.73166"
"Ecuador","1979","All genders","Not applicable","Percent","47.83806"
"Ecuador","1979","Female","Not applicable","Percent","47.33201"
"Ecuador","1979","Male","Not applicable","Percent","48.3184"
"Ecuador","1978","All genders","Not applicable","Percent","46.54425"
"Ecuador","1978","Male","Not applicable","Percent","46.63623"
"Ecuador","1978","Female","Not applicable","Percent","46.44812"
"Ecuador","1977","All genders","Not applicable","Percent","47.61841"
"Ecuador","1977","Female","Not applicable","Percent","47.37409"
"Ecuador","1977","Male","Not applicable","Percent","47.85147"
"Ecuador","1976","All genders","Not applicable","Percent","46.19251"
"Ecuador","1976","Male","Not applicable","Percent","46.55471"
"Ecuador","1976","Female","Not applicable","Percent","45.81221"
"Ecuador","1975","All genders","Not applicable","Percent","42.95029"
"Ecuador","1975","Female","Not applicable","Percent","42.02826"
"Ecuador","1975","Male","Not applicable","Percent","43.84779"
"Egypt","2009","Female","Not applicable","Percent","96.62946"
"Egypt","2009","Male","Not applicable","Percent","95.6026"
"Egypt","2009","All genders","Not applicable","Percent","96.09769"
"Egypt","2006","All genders","Not applicable","Percent","93.91186"
"Egypt","2005","Female","Not applicable","Percent","94.24907"
"Egypt","2005","All genders","Not applicable","Percent","93.17753"
"Egypt","2005","Male","Not applicable","Percent","92.20061"
"Egypt","2004","All genders","Not applicable","Percent","93.51887"
"Egypt","2003","Female","Not applicable","Percent","98.96869"
"Egypt","2003","All genders","Not applicable","Percent","98.60227"
"Egypt","2003","Male","Not applicable","Percent","98.26104"
"Egypt","2002","Female","Not applicable","Percent","98.10154"
"Egypt","2002","Male","Not applicable","Percent","94.28223"
"Egypt","2002","All genders","Not applicable","Percent","96.08571"
"Egypt","2001","Female","Not applicable","Percent","95.2208"
"Egypt","2001","All genders","Not applicable","Percent","94.99901"
"Egypt","2001","Male","Not applicable","Percent","94.77054"
"Egypt","2000","Female","Not applicable","Percent","99.24191"
"Egypt","2000","Male","Not applicable","Percent","98.77607"
"Egypt","2000","All genders","Not applicable","Percent","98.99772"
"Egypt","1999","Female","Not applicable","Percent","99.47871"
"Egypt","1999","All genders","Not applicable","Percent","99.1245"
"Egypt","1999","Male","Not applicable","Percent","98.80562"
"Egypt","1987","All genders","Not applicable","Percent","70.17615"
"Egypt","1986","Female","Not applicable","Percent","66.69482"
"Egypt","1986","Male","Not applicable","Percent","77.41866"
"Egypt","1986","All genders","Not applicable","Percent","72.62495"
"El Salvador","2013","All genders","Not applicable","Percent","82.63992"
"El Salvador","2013","Female","Not applicable","Percent","85.22991"
"El Salvador","2013","Male","Not applicable","Percent","80.27354"
"El Salvador","2012","Female","Not applicable","Percent","86.30735"
"El Salvador","2012","Male","Not applicable","Percent","81.4752"
"El Salvador","2012","All genders","Not applicable","Percent","83.78928"
"El Salvador","2011","Female","Not applicable","Percent","85.62231"
"El Salvador","2011","All genders","Not applicable","Percent","83.91484"
"El Salvador","2011","Male","Not applicable","Percent","82.34716"
"El Salvador","2010","Female","Not applicable","Percent","86.10797"
"El Salvador","2010","Male","Not applicable","Percent","82.1107"
"El Salvador","2010","All genders","Not applicable","Percent","84.01836"
"El Salvador","2009","Male","Not applicable","Percent","86.01715"
"El Salvador","2009","All genders","Not applicable","Percent","86.47214"
"El Salvador","2009","Female","Not applicable","Percent","86.96215"
"El Salvador","2008","All genders","Not applicable","Percent","76.08341"
"El Salvador","2008","Male","Not applicable","Percent","74.23657"
"El Salvador","2008","Female","Not applicable","Percent","78.07501"
"El Salvador","2007","All genders","Not applicable","Percent","75.7051"
"El Salvador","2007","Male","Not applicable","Percent","73.85273"
"El Salvador","2007","Female","Not applicable","Percent","77.70653"
"El Salvador","2006","All genders","Not applicable","Percent","68.85529"
"El Salvador","2006","Male","Not applicable","Percent","66.95513"
"El Salvador","2006","Female","Not applicable","Percent","70.91116"
"El Salvador","2005","All genders","Not applicable","Percent","67.29332"
"El Salvador","2005","Male","Not applicable","Percent","65.17712"
"El Salvador","2005","Female","Not applicable","Percent","69.57215"
"El Salvador","2002","All genders","Not applicable","Percent","71.29885"
"El Salvador","2002","Male","Not applicable","Percent","69.95367"
"El Salvador","2002","Female","Not applicable","Percent","72.73874"
"El Salvador","2001","All genders","Not applicable","Percent","65.2673"
"El Salvador","2001","Male","Not applicable","Percent","63.29592"
"El Salvador","2001","Female","Not applicable","Percent","67.41542"
"El Salvador","2000","All genders","Not applicable","Percent","64.0829"
"El Salvador","2000","Male","Not applicable","Percent","61.14734"
"El Salvador","2000","Female","Not applicable","Percent","67.35304"
"El Salvador","1996","All genders","Not applicable","Percent","47.42484"
"El Salvador","1996","Male","Not applicable","Percent","45.94373"
"El Salvador","1996","Female","Not applicable","Percent","49.03537"
"El Salvador","1995","All genders","Not applicable","Percent","53.16091"
"El Salvador","1995","Male","Not applicable","Percent","51.14574"
"El Salvador","1995","Female","Not applicable","Percent","55.30458"
"El Salvador","1993","All genders","Not applicable","Percent","51.6249"
"El Salvador","1993","Male","Not applicable","Percent","49.7827"
"El Salvador","1993","Female","Not applicable","Percent","53.57533"
"El Salvador","1992","All genders","Not applicable","Percent","46.32971"
"El Salvador","1992","Male","Not applicable","Percent","44.48597"
"El Salvador","1992","Female","Not applicable","Percent","48.2842"
"El Salvador","1991","All genders","Not applicable","Percent","50.14548"
"El Salvador","1991","Male","Not applicable","Percent","48.31951"
"El Salvador","1991","Female","Not applicable","Percent","52.07894"
"El Salvador","1989","All genders","Not applicable","Percent","42.98861"
"El Salvador","1989","Male","Not applicable","Percent","41.12314"
"El Salvador","1989","Female","Not applicable","Percent","44.95562"
"El Salvador","1988","All genders","Not applicable","Percent","42.14448"
"El Salvador","1988","Male","Not applicable","Percent","40.24624"
"El Salvador","1988","Female","Not applicable","Percent","44.15172"
"El Salvador","1987","All genders","Not applicable","Percent","40.64321"
"El Salvador","1987","Male","Not applicable","Percent","38.91204"
"El Salvador","1987","Female","Not applicable","Percent","42.46909"
"El Salvador","1984","All genders","Not applicable","Percent","31.98408"
"El Salvador","1984","Male","Not applicable","Percent","30.82712"
"El Salvador","1984","Female","Not applicable","Percent","33.17692"
"El Salvador","1983","All genders","Not applicable","Percent","31.78875"
"El Salvador","1983","Female","Not applicable","Percent","32.73733"
"El Salvador","1983","Male","Not applicable","Percent","30.87607"
"El Salvador","1982","All genders","Not applicable","Percent","31.12449"
"El Salvador","1982","Male","Not applicable","Percent","30.46165"
"El Salvador","1982","Female","Not applicable","Percent","31.8116"
"El Salvador","1981","All genders","Not applicable","Percent","33.81487"
"El Salvador","1981","Female","Not applicable","Percent","34.5386"
"El Salvador","1981","Male","Not applicable","Percent","33.11028"
"El Salvador","1977","All genders","Not applicable","Percent","30.05044"
"El Salvador","1977","Male","Not applicable","Percent","29.89557"
"El Salvador","1977","Female","Not applicable","Percent","30.21615"
"El Salvador","1976","All genders","Not applicable","Percent","29.56257"
"El Salvador","1976","Female","Not applicable","Percent","29.43256"
"El Salvador","1976","Male","Not applicable","Percent","29.68574"
"El Salvador","1975","All genders","Not applicable","Percent","30.45674"
"Equatorial Guinea","2011","Male","Not applicable","Percent","72.16355"
"Equatorial Guinea","2011","All genders","Not applicable","Percent","72.06936"
"Equatorial Guinea","2011","Female","Not applicable","Percent","72.05699"
"Equatorial Guinea","2010","Male","Not applicable","Percent","52.55976"
"Equatorial Guinea","2010","All genders","Not applicable","Percent","55.34128"
"Equatorial Guinea","2010","Female","Not applicable","Percent","58.29546"
"Equatorial Guinea","2009","Male","Not applicable","Percent","59.6903"
"Equatorial Guinea","2009","Female","Not applicable","Percent","64.32935"
"Equatorial Guinea","2009","All genders","Not applicable","Percent","61.93119"
"Equatorial Guinea","2008","Male","Not applicable","Percent","52.80798"
"Equatorial Guinea","2008","All genders","Not applicable","Percent","54.47262"
"Equatorial Guinea","2008","Female","Not applicable","Percent","56.25571"
"Equatorial Guinea","1994","Male","Not applicable","Percent","16.21676"
"Equatorial Guinea","1994","Female","Not applicable","Percent","15.08982"
"Equatorial Guinea","1994","All genders","Not applicable","Percent","15.66609"
"Eritrea","2012","Male","Not applicable","Percent","78.00101"
"Eritrea","2012","All genders","Not applicable","Percent","77.60055"
"Eritrea","2012","Female","Not applicable","Percent","77.11575"
"Eritrea","2009","Male","Not applicable","Percent","70.94581"
"Eritrea","2009","Female","Not applicable","Percent","66.88273"
"Eritrea","2009","All genders","Not applicable","Percent","69.01922"
"Eritrea","2008","Male","Not applicable","Percent","74.12623"
"Eritrea","2008","All genders","Not applicable","Percent","73.13262"
"Eritrea","2008","Female","Not applicable","Percent","71.96472"
"Eritrea","2007","Male","Not applicable","Percent","77.51039"
"Eritrea","2007","All genders","Not applicable","Percent","73.33885"
"Eritrea","2007","Female","Not applicable","Percent","68.63322"
"Eritrea","2006","Male","Not applicable","Percent","59.11915"
"Eritrea","2006","Female","Not applicable","Percent","60.97768"
"Eritrea","2006","All genders","Not applicable","Percent","59.96996"
"Eritrea","2005","Male","Not applicable","Percent","77.07561"
"Eritrea","2005","All genders","Not applicable","Percent","73.7034"
"Eritrea","2005","Female","Not applicable","Percent","69.59376"
"Eritrea","2004","Male","Not applicable","Percent","83.47591"
"Eritrea","2004","All genders","Not applicable","Percent","79.218"
"Eritrea","2004","Female","Not applicable","Percent","74.13436"
"Eritrea","2003","Male","Not applicable","Percent","86.85021"
"Eritrea","2003","All genders","Not applicable","Percent","80.85318"
"Eritrea","2003","Female","Not applicable","Percent","73.41417"
"Eritrea","2002","Male","Not applicable","Percent","89.36145"
"Eritrea","2002","All genders","Not applicable","Percent","86.16982"
"Eritrea","2002","Female","Not applicable","Percent","82.07996"
"Eritrea","2001","All genders","Not applicable","Percent","81.59329"
"Eritrea","2000","Male","Not applicable","Percent","60.87623"
"Eritrea","2000","Female","Not applicable","Percent","60.1501"
"Eritrea","2000","All genders","Not applicable","Percent","60.54331"
"Eritrea","1999","Male","Not applicable","Percent","95.93701"
"Eritrea","1999","Female","Not applicable","Percent","91.45"
"Eritrea","1999","All genders","Not applicable","Percent","93.87471"
"Eritrea","1996","All genders","Not applicable","Percent","60.63417"
"Eritrea","1995","All genders","Not applicable","Percent","44.24315"
"Eritrea","1994","Male","Not applicable","Percent","36.83631"
"Eritrea","1994","Female","Not applicable","Percent","34.7324"
"Eritrea","1994","All genders","Not applicable","Percent","35.90486"
"Estonia","2012","Female","Not applicable","Percent","96.45723"
"Estonia","2012","All genders","Not applicable","Percent","96.58193"
"Estonia","2012","Male","Not applicable","Percent","96.70287"
"Estonia","2011","All genders","Not applicable","Percent","96.97854"
"Estonia","2011","Male","Not applicable","Percent","97.36337"
"Estonia","2011","Female","Not applicable","Percent","96.57491"
"Estonia","2010","All genders","Not applicable","Percent","97.11433"
"Estonia","2010","Female","Not applicable","Percent","97.18268"
"Estonia","2010","Male","Not applicable","Percent","97.04372"
"Estonia","2009","All genders","Not applicable","Percent","97.50122"
"Estonia","2009","Male","Not applicable","Percent","97.37628"
"Estonia","2009","Female","Not applicable","Percent","97.63272"
"Estonia","2008","All genders","Not applicable","Percent","98.37865"
"Estonia","2008","Female","Not applicable","Percent","98.6018"
"Estonia","2008","Male","Not applicable","Percent","98.16842"
"Estonia","2007","All genders","Not applicable","Percent","98.05758"
"Estonia","2007","Male","Not applicable","Percent","98.55938"
"Estonia","2007","Female","Not applicable","Percent","97.52496"
"Estonia","2006","All genders","Not applicable","Percent","97.56914"
"Estonia","2006","Female","Not applicable","Percent","96.73189"
"Estonia","2006","Male","Not applicable","Percent","98.36047"
"Estonia","2005","All genders","Not applicable","Percent","96.23686"
"Estonia","2005","Male","Not applicable","Percent","95.6101"
"Estonia","2005","Female","Not applicable","Percent","96.93862"
"Estonia","2004","All genders","Not applicable","Percent","98.60344"
"Estonia","2004","Female","Not applicable","Percent","98.75331"
"Estonia","2004","Male","Not applicable","Percent","98.44403"
"Estonia","2003","All genders","Not applicable","Percent","98.15062"
"Estonia","2003","Male","Not applicable","Percent","98.24826"
"Estonia","2003","Female","Not applicable","Percent","98.0468"
"Estonia","2002","All genders","Not applicable","Percent","97.32833"
"Estonia","2002","Female","Not applicable","Percent","98.01538"
"Estonia","2002","Male","Not applicable","Percent","96.68298"
"Estonia","2001","All genders","Not applicable","Percent","98.23047"
"Estonia","2001","Male","Not applicable","Percent","98.06549"
"Estonia","2001","Female","Not applicable","Percent","98.41966"
"Estonia","2000","All genders","Not applicable","Percent","98.51234"
"Estonia","2000","Female","Not applicable","Percent","97.92515"
"Estonia","2000","Male","Not applicable","Percent","99.06533"
"Estonia","1999","All genders","Not applicable","Percent","98.48245"
"Estonia","1999","Male","Not applicable","Percent","97.75884"
"Estonia","1999","Female","Not applicable","Percent","99.25239"
"Estonia","1998","All genders","Not applicable","Percent","98.06981"
"Estonia","1998","Female","Not applicable","Percent","97.16511"
"Estonia","1998","Male","Not applicable","Percent","98.93294"
"Estonia","1996","All genders","Not applicable","Percent","84.68791"
"Estonia","1996","Male","Not applicable","Percent","83.88444"
"Estonia","1996","Female","Not applicable","Percent","85.53419"
"Estonia","1995","All genders","Not applicable","Percent","78.85037"
"Estonia","1995","Female","Not applicable","Percent","81.18372"
"Estonia","1995","Male","Not applicable","Percent","76.66931"
"Ethiopia","2011","Male","Not applicable","Percent","34.00642"
"Ethiopia","2011","Female","Not applicable","Percent","39.61484"
"Ethiopia","2011","All genders","Not applicable","Percent","36.60428"
"Ethiopia","2010","Male","Not applicable","Percent","39.83319"
"Ethiopia","2010","All genders","Not applicable","Percent","40.65592"
"Ethiopia","2010","Female","Not applicable","Percent","41.63076"
"Ethiopia","2009","Male","Not applicable","Percent","35.94357"
"Ethiopia","2009","Female","Not applicable","Percent","37.52888"
"Ethiopia","2009","All genders","Not applicable","Percent","36.68304"
"Ethiopia","2008","Male","Not applicable","Percent","35.12474"
"Ethiopia","2008","All genders","Not applicable","Percent","37.97881"
"Ethiopia","2008","Female","Not applicable","Percent","41.36816"
"Ethiopia","2007","Male","Not applicable","Percent","42.06094"
"Ethiopia","2007","Female","Not applicable","Percent","45.60922"
"Ethiopia","2007","All genders","Not applicable","Percent","43.69884"
"Ethiopia","2006","Male","Not applicable","Percent","56.74401"
"Ethiopia","2006","All genders","Not applicable","Percent","57.84043"
"Ethiopia","2006","Female","Not applicable","Percent","59.15627"
"Ethiopia","2005","Male","Not applicable","Percent","57.65711"
"Ethiopia","2005","Female","Not applicable","Percent","64.93465"
"Ethiopia","2005","All genders","Not applicable","Percent","60.78849"
"Ethiopia","2004","Male","Not applicable","Percent","61.72492"
"Ethiopia","2004","All genders","Not applicable","Percent","62.41499"
"Ethiopia","2004","Female","Not applicable","Percent","63.27904"
"Ethiopia","2003","Male","Not applicable","Percent","46.62004"
"Ethiopia","2003","Female","Not applicable","Percent","47.36443"
"Ethiopia","2003","All genders","Not applicable","Percent","46.92389"
"Ethiopia","2002","Male","Not applicable","Percent","54.02294"
"Ethiopia","2002","All genders","Not applicable","Percent","50.99531"
"Ethiopia","2002","Female","Not applicable","Percent","46.8616"
"Ethiopia","2001","Male","Not applicable","Percent","57.21789"
"Ethiopia","2001","Female","Not applicable","Percent","53.59501"
"Ethiopia","2001","All genders","Not applicable","Percent","55.70717"
"Ethiopia","2000","Male","Not applicable","Percent","60.0378"
"Ethiopia","2000","All genders","Not applicable","Percent","61.19988"
"Ethiopia","2000","Female","Not applicable","Percent","63.31157"
"Ethiopia","1999","Male","Not applicable","Percent","49.36675"
"Ethiopia","1999","Female","Not applicable","Percent","53.97317"
"Ethiopia","1999","All genders","Not applicable","Percent","50.94933"
"Ethiopia","1998","Male","Not applicable","Percent","43.30145"
"Ethiopia","1998","All genders","Not applicable","Percent","44.22212"
"Ethiopia","1998","Female","Not applicable","Percent","46.03885"
"Ethiopia","1996","Male","Not applicable","Percent","16.90535"
"Ethiopia","1996","Female","Not applicable","Percent","20.3381"
"Ethiopia","1996","All genders","Not applicable","Percent","18.09359"
"Ethiopia","1995","Male","Not applicable","Percent","18.43869"
"Ethiopia","1995","All genders","Not applicable","Percent","20.14402"
"Ethiopia","1995","Female","Not applicable","Percent","23.36047"
"Ethiopia","1994","Male","Not applicable","Percent","20.53338"
"Ethiopia","1994","All genders","Not applicable","Percent","23.30999"
"Ethiopia","1994","Female","Not applicable","Percent","28.50349"
"Ethiopia","1989","Male","Not applicable","Percent","29.90016"
"Ethiopia","1989","All genders","Not applicable","Percent","29.48246"
"Ethiopia","1989","Female","Not applicable","Percent","28.8426"
"Ethiopia","1988","Male","Not applicable","Percent","31.338"
"Ethiopia","1988","All genders","Not applicable","Percent","30.95014"
"Ethiopia","1988","Female","Not applicable","Percent","30.33164"
"Ethiopia","1987","Male","Not applicable","Percent","29.98757"
"Ethiopia","1987","All genders","Not applicable","Percent","29.80405"
"Ethiopia","1987","Female","Not applicable","Percent","29.51341"
"Ethiopia","1982","Male","Not applicable","Percent","23.27192"
"Ethiopia","1982","All genders","Not applicable","Percent","21.68842"
"Ethiopia","1982","Female","Not applicable","Percent","19.03275"
"Fiji","2012","Male","Not applicable","Percent","97.95153"
"Fiji","2012","All genders","Not applicable","Percent","97.15476"
"Fiji","2012","Female","Not applicable","Percent","96.31164"
"Fiji","2011","All genders","Not applicable","Percent","96.50883"
"Fiji","2011","Female","Not applicable","Percent","98.12054"
"Fiji","2011","Male","Not applicable","Percent","95.02184"
"Fiji","2008","All genders","Not applicable","Percent","90.94477"
"Fiji","2008","Male","Not applicable","Percent","93.43085"
"Fiji","2008","Female","Not applicable","Percent","88.33998"
"Fiji","2007","All genders","Not applicable","Percent","91.02273"
"Fiji","2003","Female","Not applicable","Percent","91.60041"
"Fiji","2003","All genders","Not applicable","Percent","92.79269"
"Fiji","2003","Male","Not applicable","Percent","93.92492"
"Fiji","2001","All genders","Not applicable","Percent","83.52649"
"Fiji","2001","Male","Not applicable","Percent","78.6449"
"Fiji","2001","Female","Not applicable","Percent","89.05136"
"Fiji","2000","All genders","Not applicable","Percent","86.09806"
"Fiji","2000","Female","Not applicable","Percent","90.85397"
"Fiji","2000","Male","Not applicable","Percent","81.8518"
"Fiji","1999","All genders","Not applicable","Percent","82.10003"
"Fiji","1999","Male","Not applicable","Percent","82.23817"
"Fiji","1999","Female","Not applicable","Percent","82.00786"
"Fiji","1998","All genders","Not applicable","Percent","86.53994"
"Fiji","1998","Female","Not applicable","Percent","89.37884"
"Fiji","1998","Male","Not applicable","Percent","83.97687"
